Run,Points Evaluated,Binding ddG,Folding ddG
0,11,-0.1880950053146648,16.248841525671576
0,61,-0.37470249509637404,18.887103464722184
0,98,-0.1222043595363781,16.472405822603882
0,93,-0.0037519242317216317,17.947622082222374
0,8,-0.4146408472088946,23.644622158121113
0,36,-0.0013300957629477697,30.374607398461347
0,53,0.1403293475742278,23.159731654916843
0,2,0.15986410155437625,18.341876308708784
0,85,-0.2301516402496547,10.900967722127335
0,50,-1.2924235418389003,18.556874826980827
0,104,-0.13223243777045873,14.198949473016278
0,117,-0.19976208530437134,20.18766706164517
0,6,0.06205194015319646,30.30335669816514
0,37,-0.2664506283339116,18.092623544939038
0,56,1.2188184802930666,21.054504726655246
0,97,-0.781559476271832,22.403710696014212
0,32,-0.24142667879806365,16.249427811264063
0,105,-0.076041977678301,16.70754369854272
0,46,-0.16403478554464826,14.10967047037626
0,76,-0.16972900387781917,16.02925753134327
1,71,0.0199282563391989,17.572360106955912
1,48,-0.2579519663744187,29.4052322360143
1,60,0.25075151920638444,20.251635641236565
1,117,-0.1692827172141733,20.902079677575685
1,75,-0.1988398466141916,14.791841398136057
1,29,-0.2436582727881008,28.568396417792478
1,81,-0.3219708769285603,16.22674295310516
1,105,-0.06553963992416811,15.03085685040911
1,11,-0.24903138073263364,16.118754337265727
1,55,0.004528472856312253,14.177408207472126
1,14,-0.17849920951058657,14.640419334434227
1,76,-0.1744544635795364,17.310247898870255
1,15,-0.07576058521414908,19.377970094306573
1,70,-0.36668677391583054,32.961751183611995
1,44,-0.15123478468974225,18.702902951096146
1,82,0.40618909628581906,15.189723268974932
1,62,-0.6655015190014334,22.964421319795015
1,73,-0.292570444386521,18.31412397079291
1,43,-0.10674508072990345,18.160469536081514
1,34,-0.17542950874333954,27.682725632696222
2,26,-0.06577218542651049,25.544773514156912
2,101,-0.3146924807089298,15.30320683568799
2,30,-0.2852781302594091,17.998102660822774
2,58,-0.012616574684670912,13.88503721233878
2,3,-0.27950486984712236,16.960132509427368
2,21,-0.1320524674124499,11.473604971266392
2,86,-0.1438550813288332,22.182115385321694
2,92,-0.07833855216689956,24.731906929313205
2,13,-0.26478366891137733,19.315065305362143
2,11,-0.2784219861119449,16.078176697320586
2,53,-1.3527544995594585,19.0226729871817
2,119,-0.28834741663013114,17.120233985721725
2,39,-0.09201124447772596,17.400816812460487
2,64,0.024025869951174183,24.610014303724736
2,34,-0.22930276168212257,28.874612066938703
2,14,-0.21050974130946543,14.25641931635836
2,42,-0.13049909402689078,20.21168579717265
2,17,-0.07627197557786758,8.953273834030748
2,115,-0.26669044413239357,16.734609421355547
2,71,-0.012492083444328743,15.787770064958876
3,85,-0.21560058667533405,12.009490222884754
3,6,0.06551082616061879,23.22485452336112
3,7,-0.28683172616198743,16.2388362278174
3,44,-0.17337588962107017,19.13570150964847
3,103,1.1116772402035298,23.88117933051924
3,51,0.22897190078166807,30.104575292680313
3,53,-0.5034805728078027,23.300768915248327
3,34,-0.2545338858847117,28.550736943877155
3,69,-0.27933488323424166,16.07512418029541
3,71,-0.11537272220929087,21.254434650897338
3,94,-0.20480833994529998,30.979170165673445
3,116,-0.17058997137388587,15.21038499386888
3,67,-0.02744829338394081,8.700016948192545
3,32,0.05090050994710638,14.75074595232238
3,11,-0.1056368764382114,18.463480371040887
3,86,-0.26826891289056215,22.761758564926343
3,3,-0.3234559953775715,18.342614343746796
3,28,0.2016236396526827,15.140592500842205
3,88,-0.13601596740016925,20.970542521443424
3,13,-0.21033819746293148,17.536378208857613
4,14,-0.1181077906343262,15.361098937999865
4,3,-0.20103887532721793,14.562097815378669
4,27,-0.14646826894639678,19.50683196245384
4,17,-0.048358012709362165,7.941955154838878
4,20,-0.19326561671869058,28.5203676034221
4,67,-0.1420790419073715,7.592279294815524
4,111,0.1716117204003543,32.576368774269085
4,116,-0.16575463664497647,13.214910103879625
4,35,-1.625262005065963,16.955413325124937
4,84,0.07549000704024625,10.331471289901224
4,106,-0.41555017160021634,16.890151117139414
4,85,0.00878911618853336,14.43934659033544
4,37,-0.2873316066904863,17.878413430169708
4,32,0.840188383973782,14.36503923799824
4,107,-0.1528358762753328,14.297840847312829
4,49,-0.4376839312852098,50.61551933109953
4,52,1.3373905815311835,17.62280694453039
4,19,-0.2010357619577527,14.337480606487993
4,44,-0.11816387744465827,18.878052601460443
4,81,-0.2917626548850031,20.052998879929493
