Run,Points Evaluated,Binding ddG,Folding ddG
0,11,-0.1880950053146648,16.248841525671576
0,61,-0.37470249509637404,18.887103464722184
0,98,-0.1222043595363781,16.472405822603882
0,93,-0.0037519242317216317,17.947622082222374
0,8,-0.4146408472088946,23.644622158121113
0,119,-0.2175912043488779,14.885489354775068
0,115,-0.19071043442915778,22.957788154853485
0,116,-0.044971806181990814,16.639684282212936
0,104,-0.2483547175907574,13.86450527669404
0,41,0.004130315233851446,20.78347014016678
0,117,-0.11975509343403704,18.79795392102387
0,1,2.0932860340274146,21.07739123106305
0,118,-0.25530898173216576,21.052163849536758
0,43,-0.1412860656030261,18.640121467304123
0,107,0.38385106796855933,11.828071931948797
0,88,0.0302515794609722,25.28007932940098
0,114,-0.3151617705910325,15.682001369931337
0,25,-0.3023928569033955,19.044333671634224
0,13,-0.14535430210474126,19.18671328282287
0,44,-0.05016470480825319,18.8271687476791
1,71,-0.06932089469120227,16.57212585601605
1,48,0.2921449374173789,29.09697051660194
1,60,0.24034142255140975,19.357328737342463
1,117,-0.18730928625564047,18.491200380071305
1,75,-0.27465172282171574,19.081163759237597
1,119,-0.25376683200136085,18.482167696185925
1,104,-0.174830393470188,13.023244329331975
1,115,-0.16938216511692866,21.25289222504009
1,105,-0.06802135571486662,19.481201415808577
1,116,-0.03936368841020038,14.465856793807284
1,41,-0.10218087231942259,21.195580550165914
1,118,0.5992148301715474,23.888309821790827
1,43,-0.2232257290921211,15.722699174831709
1,1,2.1599969521283,20.129873808320855
1,114,-0.24365531471227084,15.20041900299758
1,44,-0.12131670181895511,21.112932930138058
1,88,-0.11760829750932086,25.91003952136675
1,107,-0.01123846082291494,13.817908505341215
1,13,-0.1633802615770605,17.799892953322594
1,14,-0.0171801943708374,16.817922165038024
2,26,0.6421072967147362,28.624865850169044
2,101,-0.29621222464652414,13.268046559196769
2,30,-0.2541699814379778,17.114492688530238
2,58,-0.06489524989160599,14.93151363429009
2,3,-0.37613565735013516,16.773726368140565
2,119,-0.23183401380735325,14.995595212694727
2,115,-0.2962935035716327,21.62623599001313
2,118,-0.1779424661083908,20.91869132962913
2,116,-0.11915115542512922,14.014414666669003
2,41,-0.0712805259275098,24.95922690002918
2,117,-0.21360351148507556,21.021822258130392
2,43,-0.1448330746038014,16.60720772699872
2,104,-0.1833950999038539,10.597290473951363
2,114,-0.23824141288293635,15.765669016229797
2,88,-0.10962181672727768,20.075713056667837
2,1,2.081766903606365,18.595967983226654
2,44,-0.19817124488931118,21.435343547393433
2,13,-0.027107884361915534,17.79180043398891
2,107,-0.2309629560532552,14.45716687814734
2,14,-0.034800869314104976,14.939798288098473
3,85,0.3492996163457064,13.249935687736878
3,6,0.034015317862667906,23.41416438295409
3,7,-0.2999566423005338,15.160408043538256
3,44,-0.1664172705740725,21.20172810974441
3,103,-0.3840777816000506,22.29972019179094
3,119,-0.18625824600063165,18.009111311997103
3,115,-0.19876173352266355,19.764387939935155
3,116,-0.26900095604962965,16.213739887887034
3,41,-0.16790610134103187,23.631099465272403
3,118,-0.24009374607322798,22.68763995143685
3,104,-0.132951924004601,13.659340373130085
3,117,-0.20201296969889881,18.177337567970326
3,1,2.1728786350215614,20.247187709197483
3,13,-0.1386995814959088,20.488120647928653
3,43,-0.1134576905830207,17.06888286205324
3,114,-0.17137280637018645,15.099149931556996
3,107,-0.17587833500829217,12.215484412947767
3,25,-0.1729890706571382,16.755431367869832
3,88,0.601171997660731,24.518658282750543
3,14,-0.10370123584169733,15.615353125768857
4,14,-0.2034677877938217,12.86121491067148
4,3,-0.2978718253819222,14.791722151928903
4,27,-0.08549325285256207,21.815274247622686
4,17,-0.12817130476423697,13.3498204278845
4,20,-0.14890365097965383,27.24254406761563
4,119,-0.25657734269687654,16.440335149412654
4,115,-0.18653151953844824,18.3182941590134
4,116,-0.2484769368888351,16.163963205102846
4,41,-0.0794061199316426,20.2092659726073
4,13,-0.24957123095070222,19.248592994474873
4,104,-0.02530654863741282,11.42389082560592
4,118,-0.2978164247858461,23.228500483107155
4,1,2.114935918423555,22.687309498628288
4,117,-0.2735848362337622,22.216402388772117
4,43,-0.13597819325116228,16.430676880995456
4,44,-0.13525685622079206,20.95458347688451
4,114,-0.22693048749975528,13.821168219611991
4,107,-0.20697071194672387,14.676985593301803
4,88,0.17472335448506524,23.19244928424832
4,25,-0.21999051435191824,18.81244691747636
