Run,Points Evaluated,Binding ddG,Folding ddG
0,11,-0.1880950053146648,16.248841525671576
0,61,-0.37470249509637404,18.887103464722184
0,98,-0.1222043595363781,16.472405822603882
0,93,-0.0037519242317216317,17.947622082222374
0,8,-0.4146408472088946,23.644622158121113
0,41,-0.0133927441306696,21.34946946010344
0,42,-0.14979222220595795,17.48176945342559
0,43,-0.15989098948813302,15.50208861642227
0,44,-0.20955383146838355,17.380448019318287
0,45,-0.1562842657715464,23.585824220046863
0,46,-0.1209460993549588,16.70573245015698
0,47,0.48741417276035764,30.940057917303573
0,48,0.009296975098171381,29.141035203099946
0,49,-0.6538087529047516,51.893628053698905
0,50,-1.3015625831917532,16.020551692934003
0,51,0.17822819546739765,25.461691235355502
0,52,1.382211891588213,21.88811721373084
0,53,0.16827589835741358,25.750010716493836
0,54,0.2576390336192465,24.32807209539856
0,55,-0.15203796648639964,18.589675716332877
1,71,-0.059534837248780344,19.38910790775301
1,48,-0.31191527209596515,32.00753278072312
1,60,0.02097235735989969,20.708642491739788
1,117,-0.24082509438161046,20.985444198812857
1,75,-0.2454331899342443,14.859045312196587
1,39,-0.0101468000656106,17.130467140384326
1,40,0.07741211625528063,17.996735026239676
1,41,0.014051276651343854,22.374727385416058
1,42,-0.14320812549397027,18.62233064074649
1,43,-0.09704313018816413,18.48733927329512
1,44,-0.139317043297329,19.34318181206643
1,45,-0.15510789776442377,22.24028464935772
1,46,-0.2763636065686796,15.501133296585927
1,47,0.38329697230998744,32.36980293429527
1,49,-0.5778057603574022,54.33682919951025
1,50,-1.3083406686981627,16.110826978665905
1,51,0.16380654791275143,29.5019972838061
1,52,1.4092664961184103,21.843452269650623
1,53,-1.037554345385767,23.2165469190153
1,54,-0.10444830391160001,18.881433881781074
2,26,0.03745644526770774,26.089613223225243
2,101,-0.37100195550796605,15.24648041253704
2,30,-0.2364018652045274,16.745629991259094
2,58,0.37857710711114123,15.5082496044159
2,3,-0.3038402751990361,15.940757630987845
2,42,-0.08747322712105185,18.94151257120489
2,43,-0.13376078313123277,20.997730389314054
2,44,-0.21743174271601412,21.41545606705391
2,45,-0.151947201861211,20.23495079630081
2,46,-0.2601878833156011,15.172501598285509
2,47,-0.028647004546525877,33.38284914071076
2,48,-0.25467081209067793,29.266615095421155
2,49,-0.6043000917029531,54.06412785874469
2,50,-1.3378687982980182,18.556676852130547
2,51,0.2533651789149839,27.907526229189543
2,52,1.3886054587196017,18.097154913878537
2,53,0.02586850390259445,23.54436948239173
2,54,-0.19838215147528898,21.52157833587522
2,55,-0.12925044126983004,20.00654000377646
2,56,1.16216424672657,20.642098853719542
3,85,-0.07398414192903147,10.769593066063761
3,6,-0.043732627669409586,31.683166510473104
3,7,-0.20425082124143043,16.31992675285015
3,44,-0.2080070621801886,16.987735163134758
3,103,-0.4155506570117983,24.77210481769579
3,41,-0.014206942677381956,23.573409664907658
3,42,-0.06918864658055099,20.18092279240073
3,43,-0.06862860373017352,17.88562459595424
3,45,-0.21883241660543715,17.508458653742537
3,46,-0.215569322651975,16.13383426845798
3,47,0.06286250348779279,30.754688140537382
3,48,-0.17636690943806696,29.14950115877817
3,49,-0.3397698446502285,48.572960003383315
3,50,-1.3098399386557276,18.058098580601204
3,51,0.2905076535731235,29.21951039861119
3,52,0.380626877942372,17.400102545765193
3,53,-0.7976501763471788,20.91943440954479
3,54,-0.11593490592387444,22.292739427400974
3,55,-0.02481784410092584,16.765745946723378
3,56,1.167615018954848,19.875898049510422
4,14,-0.0914572083463554,12.20924885836098
4,3,-0.3556920446180811,16.531458704518627
4,27,-0.1193015857929064,20.060378406748896
4,17,-0.07551350318681217,10.862546307506111
4,20,-0.2592804140354019,25.339279605163483
4,44,-0.08222405497542692,19.645727801851155
4,45,-0.0007834594460811108,22.081046081138336
4,46,-0.2996289758194734,18.576801207099532
4,47,0.5352770001645695,33.331367914613715
4,48,-0.4522899784404087,26.761477245360865
4,49,-0.06171383135933865,51.28400415142338
4,50,-0.2927160752650967,16.044913403742814
4,51,0.3350574764476732,26.121818966493947
4,52,0.12129364165866718,19.341991974270613
4,53,-1.1888143482143885,27.129779357798775
4,54,-0.02392163010699734,21.204142391731516
4,55,-0.06821748557854335,13.917475856049249
4,56,1.2344291035240076,19.721036034972283
4,57,-0.061008746352058524,18.563717231302412
4,58,0.021916701870092415,17.784187544515262
